date,source,forecast,COLD,HOT,WET,DRY,CLOUDY,WINDY
2018-06-13,boards,"TODAY ... Mostly cloudy, becoming warm and humid in the south and east, occasional rain mostly in west and north, winds slowly increasing to south-southwest 40 to 70 km/hr. Highs 17 to 21 C.",0.00,1.00,1.00,0.00,1.00,1.00
2018-06-14,boards,"TODAY ... Very strong winds will ease steadily through the morning hours, continuing at 100 km/hr in parts of east Ulster to 0930h but showing first signs of abating in Leinster shortly, already falling in peak gust intensity in western counties. A few brief but squally showers and feeling cold in the winds this morning but by mid-day, improving conditions with partial clearing, temperatures steady around 13 to 16 C.  Peak gusts by afternoon 50 to 70 km/hr, then turning partly sunny with isolated showers still possible, but not as windy especially across southern and eastern counties.",1.00,0.00,2.00,0.00,0.00,5.00
2018-06-15,boards,"TODAY ... Mostly cloudy, showers or intervals of light rain (3 to 5 mm), cool, highs 16 to 18 C. Moderate southwest winds 40 to 60 km/hr at times.",1.00,0.00,2.00,0.00,1.00,1.00
2018-06-16,boards,"TODAY ... Mostly cloudy with a few passing showers, but also a few sunny intervals, rather breezy (westerly 40 to 60 km/hr) and humid this morning turning fresher this afternoon, highs about 16 C.",0.00,0.00,1.00,0.00,1.00,2.00
2018-06-17,boards,"TODAY ... The occasional drizzle will continue this morning, slowly improving to partly cloudy, warm and humid by afternoon, particularly in Munster and south Leinster, where highs may reach 21 C, while closer to 17 or 18 C further north.",0.00,1.00,1.00,0.00,1.00,0.00
2018-06-18,boards,"TODAY ... Partly to mostly cloudy, best chance of sunny intervals in the inland south, some patchy light rain at times, although generally dry  with highs 17 C to 21 C.",0.00,0.00,1.00,1.00,1.00,0.00
2018-06-19,boards,"TODAY ... Partly to mostly cloudy, becoming warm and humid in the south and parts of the east with outbreaks of rain later in the day, while remaining rather cool with frequent rain in north (15-25 mm likely), highs 19 to 22 C south, 15 to 17 C north.",1.00,1.00,2.00,0.00,1.00,0.00
2018-06-20,boards,"TODAY ... A few more showers this morning mostly in Leinster, partially clearing west to east by mid-day and turning less humid, with highs 16 to 19 C. Fresh northwest breezes 40 to 60 km/hr with the clearing trend.",0.00,0.00,1.00,0.00,0.00,1.00
2018-06-21,boards,"TODAY ... Sunny with cloudy intervals, a few brief showers this morning in some western counties but not much accumulation, highs rather cool around 17 to 19 C in moderate northwest winds 30 to 50 km/hr. The summer solstice occurs at 1109h.",1.00,0.00,1.00,0.00,1.00,1.00
2018-06-22,boards,"TODAY ... Mostly sunny, highs 18 to 21 C.",0.00,0.00,0.00,0.00,0.00,0.00
2018-06-23,boards,"TODAY ... Sunshine dimmed at times by high cloud, warmer. Highs 22 to 25 C inland, 18 to 22 C near some coasts.",0.00,1.00,0.00,0.00,1.00,0.00
2018-06-24,boards,TODAY ... Sunny and warm with slight sea breezes but highs for most locations 25 to 28 C.,0.00,1.00,0.00,0.00,0.00,1.00
2018-06-25,boards,"TODAY ... Some cloudy intervals this morning, hazy sunshine and very warm later, highs eventually 23 to 29 C. Cooling sea breezes in east and south with highs 18 to 21 C near shore.",0.00,1.00,0.00,0.00,1.00,1.00
2018-06-26,boards,"TODAY ... Cloudy for part of the morning except for west Munster which has already cleared, and the cloud may drop a few brief, light showers, then hazy sunshine will prevail later with very warm, muggy conditions, somewhat fresher near east and outer south coasts. Highs 25 to 30 C except for some coastal areas which will top out around 21 C.",0.00,1.00,1.00,0.00,2.00,0.00
2018-06-27,boards,"TODAY ... Hazy sunshine in most areas, hot in the west and central counties, comfortably warm due to sea breeze cooling near east and south coasts. There may be some cloudy intervals in Connacht and Ulster generating some locally heavy showers or thunderstorms in a few locations, watch for updates if these form. Highs will range from 20-24 C in cooler coastal areas, to 28 to 32 C in hot western and central counties where sea breezes will be much more limited due to a generally southeast wind flow. Humidity has risen somewhat which may make this heat even more oppressive. There may also be a few places with smoke haze from wildfires.",0.00,4.00,2.00,0.00,3.00,3.00
2018-06-28,boards,"TODAY ... Sunny and hot in most areas, trending to pleasantly warm in sea breeze zones near east coast and outer south coast. Highs 28 to 32 C for many, 20 to 25 C in sea breezes with varying temperature regimes in some places a few miles inland (some periods very warm, some cooled by sea breezes). Risk of wildfire smoke haze in a few locations.",0.00,3.00,0.00,0.00,2.00,3.00
2018-06-29,boards,"TODAY ... Sunny and hot, except near east coast where sea breezes will make it just pleasantly warm. Highs for most 28 to 32 C, about 20 to 24 near Irish Sea. Some limited sea breeze cooling on other coasts will be rather weak so only noticeable near outer portions of headlands and peninsulas.",0.00,2.00,0.00,0.00,0.00,2.00
2018-06-30,boards,"TODAY ... Very warm sunshine will continue for many areas, while banks of low cloud or mist may form near some western coasts, possibly moving inland at times, so that variable conditions may develop for some parts of the west. Later this afternoon, as this marine layer moves further inland, a front is likely to develop from Mayo/Sligo south into Galway, Clare and west Limerick, northwest Cork, and bring the slight risk of thundershowers or at least drizzly outbreaks of light rain locally. And the east will be subject to somewhat more active sea breezes than in recent days, even with some possibility of local mist or low cloud forming in northeast winds. That could bring much lower temperatures on shore in some places. Overall, expect highs to remain in the 27 to 31 C range over about two-thirds of the country, with low 20s or even 18-19 C possible near some coasts. The south coast meanwhile may see less sea breeze cooling if the winds turn northeast but timing of that is uncertain, could apply more to the afternoon and evening.",0.00,1.00,2.00,0.00,4.00,4.00
2018-06-30,boards,"TODAY ... Very warm sunshine will continue for many areas, while banks of low cloud or mist may form near some western coasts, possibly moving inland at times, so that variable conditions may develop for some parts of the west. Later this afternoon, as this marine layer moves further inland, a front is likely to develop from Mayo/Sligo south into Galway, Clare and west Limerick, northwest Cork, and bring the slight risk of thundershowers or at least drizzly outbreaks of light rain locally. And the east will be subject to somewhat more active sea breezes than in recent days, even with some possibility of local mist or low cloud forming in northeast winds. That could bring much lower temperatures on shore in some places. Overall, expect highs to remain in the 27 to 31 C range over about two-thirds of the country, with low 20s or even 18-19 C possible near some coasts. The south coast meanwhile may see less sea breeze cooling if the winds turn northeast but timing of that is uncertain, could apply more to the afternoon and evening.",0.00,1.00,2.00,0.00,4.00,4.00
2018-07-01,boards,"TODAY ... Rather cloudy in the west with a few sunny breaks, highs 19 to 24 C (warmer inland). Variable cloud in both south coast and Ulster with slight chance of showers developing in Ulster, moderate chance later afternoon and evening in south Munster, although heaviest bands may remain just offshore. Highs in these cloudier zones about 20 to 23 C. Parts of midlands and Leinster will have more frequent sunny intervals with cloudy breaks, and warmest in midlands (near 26 C) but with sea breeze cooling for parts of Leinster, a gradient of temperatures between the 26 well inland and 18 C near some coasts. Moderate northeast winds at times.",0.00,2.00,1.00,0.00,4.00,2.00
2018-07-02,boards,"TODAY ... Rather cloudy this morning in the south, sunny most other areas except for some cloud in western Mayo and some scattered patches of low cloud near some other coasts. Most of the cloud in all areas should break up gradually so that all areas will become sunny at times, and very warm with highs 25 to 29 C, except for some east coast areas with sea breezes, and parts of coastal Connacht and Ulster, with highs 18 to 23 C.",0.00,1.00,0.00,0.00,4.00,1.00
2018-07-03,boards,"TODAY ... Hazy sunshine, very warm, highs 24 to 28 C except 20 to 24 C near some coasts.",0.00,1.00,0.00,0.00,0.00,0.00
2018-07-04,boards,"TODAY ... Sunny and very warm in most central and inland northern districts, some smoke or haze from fires drifting west through Connacht, risk of other areas of smoke developing, highs 25 to 29 C, somewhat cooler in sea breezes east coast. Partly cloudy with isolated showers in the south, highs 23 to 26 C.",0.00,1.00,1.00,0.00,4.00,1.00
2018-07-05,boards,"TODAY ... Rather cloudy and somewhat cooler in west and north, outbreaks of drizzle this morning with partial clearing later, highs 16 to 22 C. Sunny intervals developing in south and east, highs 24 to 28 C, isolated showers possible by late afternoon inland southeast.",0.00,0.00,2.00,0.00,1.00,0.00
2018-07-06,boards,"TODAY ... Cloudy with some afternoon sunny breaks mostly in south and east. Highs 18 to 21 C for north and west, 22 to 26 C south and east. Isolated light rain or drizzle mainly north and west this morning, then isolated brief showers possible further south by afternoon.",0.00,0.00,3.00,0.00,1.00,0.00
2018-07-07,boards,"TODAY ... Hazy sunshine and very warm in most places, highs 24 to 28 C, but rather cloudy and relatively cool in parts of the west, some patchy drizzle most likely in north Connacht, highs 17 to 21 C.",1.00,1.00,1.00,0.00,1.00,0.00
2018-07-08,boards,"TODAY ... Rather cloudy in west and north, slight risk of drizzle or intermittent light rain, but generally dry, highs 17 to 22 C. Parts of the east and south will have more sunshine although with some cloudy intervals, and very warm with highs 24 to 29 C.",0.00,1.00,2.00,1.00,2.00,0.00
2018-07-09,boards,"TODAY ... Rather cloudy or misty at first, then some very warm hazy sunshine developing, would not be surprised if the low cloud held quite a while near some coasts though. Highs 20 to 23 C near those cooler coastlines and 24 to 28 C otherwise.",0.00,1.00,0.00,0.00,2.00,0.00
2018-07-10,boards,"TODAY ... Hazy sunshine and very warm with highs 24 to 28 C in many parts of the country, but more cloud and isolated showers in Ulster and north Connacht at times, highs 17 to 22 C.",0.00,1.00,1.00,0.00,1.00,0.00
2018-07-11,boards,"TODAY ... Partly to mostly cloudy, with a few light showers moving gradually south from Ulster, later on across parts of Leinster, midlands and west Munster. Amounts only 1-3 mm expected, some places remaining dry. Highs 18 to 23 C. Moderate northerly breezes will pick up in some coastal areas to 30-50 km/hr.",0.00,0.00,1.00,1.00,1.00,2.00
2018-07-12,boards,"TODAY ... Partly cloudy, warm, and dry in most areas. A few isolated showers could develop by afternoon inland from the south coast, only small accumulations likely. Highs 23 to 26 C (17 to 21 C some coastal areas of north, west).",0.00,1.00,1.00,1.00,1.00,0.00
2018-07-13,boards,"TODAY ... Rather cloudy to start, some intervals of hazy sunshine but more likely in the south and midlands, becoming rather breezy in western counties by late afternoon, rather warm and humid. Slight chance of brief showers in east, north central and northwest counties. Highs 20 to 24 C.",0.00,1.00,1.00,0.00,1.00,1.00
2018-07-14,boards,"TODAY ... Mostly cloudy, except for a few sunny breaks in southeast. Warm and humid. Outbreaks of light rain or drizzle in north Connacht and west Ulster spreading to parts of south Connacht, Leinster and west Munster by afternoon. About 2 to 5 mm rain expected with some heavier showers developing this afternoon in parts of the north and west. Highs 18 to 25 C, warmest east and southeast.",0.00,2.00,4.00,0.00,1.00,0.00
2018-07-15,boards,"TODAY ... Overcast with rain at times, about 5 to 10 mm possible, moderate westerly winds developing, and partial clearing by afternoon in western counties although some scattered showers to continue. Highs 18 to 22 C. Warm and humid in the southeast, fresher most other parts of the country.",0.00,1.00,2.00,0.00,1.00,2.00
2018-07-16,boards,"TODAY ... Partly cloudy, a few showers, the most active wave will arrive this afternoon with 2 to 5 mm in some places, highs 18 to 21 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-07-17,boards,"TODAY ... Cloudy with some sunny intervals, a few showers, 2-4 mm potential west, 1-3 mm east. Highs about 20 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-07-18,boards,"TODAY ... Mostly cloudy to start, isolated light showers then some sunny intervals developing, highs 18 to 21 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-07-19,boards,"TODAY ... Sunny intervals although rather cloudy in west and north, highs 19 to 22 C.",0.00,0.00,0.00,0.00,1.00,0.00
2018-07-20,boards,"TODAY ... Heavy showers will continue to push south into the southeastern counties later this morning, gradually ending over central Leinster after a beneficial 10-15 mm has fallen. Some western counties may not see much if any rain but isolated showers are possible. Winds will veer to northwest 30-50 km/hr with a gradual clearing trend spreading south, although not reaching the southeast until evening. Rather warm and humid once the rain ends and partial clearing sets in, highs 19 to 23 C.",0.00,1.00,4.00,0.00,0.00,1.00
2018-07-21,boards,"TODAY ... Warm and humid with some hazy sunshine at times, also some intervals of cloud with mist and drizzle likely in parts of the west and north more frequently. Highs 19 to 23 C for most, 23 to 26 C possible where sunny intervals are more frequent.",0.00,1.00,1.00,0.00,2.00,0.00
2018-08-21,boards,"TODAY ... Some sunny intervals and quite warm in the southeast and east, highs 23 to 26 C. More cloud likely in southwest, west, north central and further north, although the occasional sunny break possible, reasonably warm also at 20 to 23 C. Moderate southwesterly winds will develop by afternoon reaching 40 to 60 km/hr.",0.00,2.00,0.00,0.00,1.00,1.00
2018-08-22,boards,"TODAY ... The rain now moving into Leinster will taper to showers in the east and south by mid-morning and sunny spells will follow from the west, with some longer sunny intervals for parts of the midlands, west and north. Becoming partly sunny in the south and east by afternoon also, and highs generally 18 to 20 C. Winds moderate westerly at times, 30 to 50 km/hr. About 5 to 10 mm of rain likely in parts of the east and southeast today, that amount has fallen further west and will soon be ending where it has not already done so.",0.00,0.00,3.00,0.00,0.00,2.00
2018-08-23,boards,"TODAY ... Heavy showers this morning in Ulster and parts of north Leinster will end with a few brief sunny breaks before another round of showers, not quite as heavy, moves in to north Connacht and west Ulster mid-day and then across Ulster and north Leinster again. Total rainfalls here will be 10 to 20 mm. Further south,  a few showers likely in central counties with sunny breaks, gusty westerly winds at times, and total rainfalls about 5 mm. In the south, partly cloudy with only isolated showers, some places dry, and moderate westerly winds. Highs will range from near 14 C in the north to near 18 C in the south.",0.00,0.00,6.00,1.00,1.00,4.00
2018-08-24,boards,"TODAY ... Showers or intervals of light rain, once again likely to be heavier in the north, 3 to 7 mm rainfalls and highs 14 to 17 C.",0.00,0.00,3.00,0.00,0.00,0.00
2018-08-25,boards,"TODAY ...  Sunny intervals morning and mid-day, with increasing cloud by afternoon in the west, best of the sunshine likely to be in the south. A few showers at times in central Ulster may spread to north Leinster by late afternoon. Rapid increase in cloud leading to rain at times by late evening in western counties. Highs 14 to 18 C.",0.00,0.00,2.00,0.00,2.00,0.00
2018-08-26,boards,"TODAY ... It will take most of the morning for the rain to clear the east coast, and the final stages will produce some brief heavy showers or thunderstorms across central counties. Eventually, with winds veering steadily to westerly 40 to 60 km/hr, some clearing will take place and the evening may be the best part of the day with highs by later afternoon reaching 17 or 18 C.",0.00,0.00,2.00,0.00,0.00,2.00
2018-08-27,boards,"TODAY ... Rather cloudy at first with a few brief showers more likely in some western counties, then becoming sunny with cloudy intervals by afternoon, breezy (westerly 40 to 60 km/hr), highs 18 to 21 C.",0.00,0.00,1.00,0.00,2.00,2.00
2018-08-28,boards,"TODAY ... Some sunshine in east and south, a weak frontal band by afternoon or evening will bring 2 to 5 mm rainfalls to parts of west and north. Lows near 8 C and highs near 18 C west and north 20 C east and south.",0.00,0.00,1.00,0.00,0.00,0.00
2018-08-29,boards,"TODAY ...  Partly cloudy, a few isolated showers mostly confined to morning hours, breezy again from west at 40 to 60 km/hr, highs 15 to 17 C.",0.00,0.00,1.00,0.00,1.00,1.00
2018-08-30,boards,"TODAY ... Sunny with cloudy intervals, isolated showers possible, and highs 17 to 20 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-08-31,boards,"TODAY ... Some sunny breaks for east and north at first, then cloud spreading across from south and west, with outbreaks of light rain or drizzle, 2 to 5 mm at most. Highs 18 to 21 C.",0.00,0.00,2.00,0.00,1.00,0.00
2018-09-01,boards,"TODAY ... Cloudy with patchy drizzle this morning then sunny breaks will develop, quite warm, highs 18 to 22 C.",0.00,1.00,1.00,0.00,1.00,0.00
2018-09-02,boards,"TODAY ... Some hazy sunshine especially this morning in some parts of east and south, then outbreaks of light rain more persistent in west, where 2 or 3 mm possible. Rather warm and humid, highs 19 to 23 C.",0.00,1.00,1.00,0.00,0.00,0.00
2018-09-03,boards,"TODAY ... Sunny intervals, cooler than recent days, highs 15 to 17 C.",0.00,0.00,0.00,0.00,0.00,0.00
2018-09-04,boards,"TODAY ... Partly cloudy south and east, highs 15 to 18 C. Mostly overcast with a few breaks, and occasional light rain, north and west. Highs 14 to 16 C.",0.00,0.00,1.00,0.00,2.00,0.00
2018-09-05,boards,"TODAY ... Sunny with cloudy intervals for south and east, highs 16 to 19 C. Partly to mostly cloudy in west and north, isolated showers developing, highs 14 to 17 C.",0.00,0.00,1.00,0.00,2.00,0.00
2018-09-06,boards,"TODAY ... Mostly cloudy, with bands of light to moderate rain most persistent from Connacht to east Munster and south Leinster, where 5 to 10 mm amounts are likely. Somewhat brighter with dry intervals in parts of Ulster and southwest Munster. Highs only 14 to 16 C for most, perhaps reaching 18 C around Kerry.",0.00,0.00,1.00,1.00,1.00,0.00
2018-09-07,boards,"TODAY ... Some sunny intervals will develop as cloud breaks up later this morning, then some increase in cloud will follow at least in western counties, with rain by late evening there. Highs 15 to 18 C.",0.00,0.00,1.00,0.00,2.00,0.00
2018-09-08,boards,"TODAY ... Rain will be heavy at times this morning and may ease off to drizzle later, with total rainfalls of 10 to 15 mm. Rather foggy over higher terrain. A few brighter intervals by late afternoon or evening, mostly in the west. Highs 15 to 18 C.",0.00,0.00,3.00,0.00,0.00,0.00
2018-09-09,boards,"TODAY ...  Partly to mostly cloudy with moderate westerly winds 40 to 60 km/hr, showers mainly confined to north but a few isolated passing showers further south by mid-day. Highs 14 to 17 C.",0.00,0.00,2.00,0.00,1.00,2.00
2018-09-10,boards,"TODAY ... Intervals of rain in most areas, holding off until late afternoon in parts of the southeast. About 5 to 10 mm is expected. Highs around 15 to 18 C, warmest in the southeast. Moderate south to southwest winds at times.",0.00,1.00,1.00,0.00,0.00,1.00
2018-09-11,boards,"TODAY will be mostly cloudy with a few breaks at times in the north, and continuing patchy light rain in the south, becoming somewhat more widespread towards evening. Highs 15 or 16 C for most areas.",0.00,0.00,1.00,0.00,1.00,0.00
2018-09-12,boards,"TODAY will be partly cloudy, the best chances for sunshine in the southeast, and isolated showers are likely for the north. Highs will be rather cool in the 13 to 17 C range, and westerly winds of 30 to 50 km/hr will sometimes be gusty.",1.00,0.00,1.00,0.00,1.00,2.00
2018-09-13,boards,"TODAY will be cloudy with a few sunny intervals mostly in the southeast, with frequent showers in the north and central counties spreading further south by afternoon. Rainfalls about 2 to 5 mm for most with highs around 14 to 17 C.",0.00,0.00,2.00,0.00,1.00,0.00
2018-09-14,boards,"TODAY ... Mostly cloudy, intervals of light rain with some heavier bursts, about 5 to 10 mm likely. Highs 14 to 17 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-09-15,boards,"TODAY ... Mostly cloudy with outbreaks of light rain starting late morning to mid-day in west, spreading to east by afternoon and evening. About 5 to 10 mm likely. Highs 14 to 18 C. Some gusty southwest winds at times by afternoon in particular around north Connacht and west Ulster, gusts to 70 km/hr.",0.00,0.00,1.00,0.00,1.00,2.00
2018-09-16,boards,"TODAY ... Variable cloud, some passing showers mostly in the north, but also some sunny breaks, more prolonged in south and east. Highs 18 to 20 C. Moderate southwest winds 40 to 60 km/hr.",0.00,0.00,1.00,0.00,1.00,1.00
2018-09-17,boards,"TODAY ... Warm and humid, some sporadic light rain in west and north, and some hazy sunny breaks in parts of south and east, with highs reaching near 21 C in places. Winds gradually increasing south-southeast 30 to 50 km/hr.",0.00,1.00,1.00,0.00,0.00,1.00
2018-09-18,boards,"TODAY ... A few brighter intervals this morning, then showers more widespread by afternoon, moderate southwest winds picking up gradually to reach 50 to 80 km/hr by late afternoon. Highs 15 to 18 C.",0.00,0.00,1.00,0.00,0.00,1.00
2018-09-19,boards,"TODAY ... Becoming very windy from about 0700h on west coast and 0800h Donegal Bay into west Ulster, southwest gale to storm force winds of 80 to 130 km/hr. Very gusty with some intervals of damaging winds and some relatively calm moments, but in general the strongest winds should move through by mid-day (2-3 p.m. north Ulster). Further south, quite windy also, southwesterly winds of 70 km/hr gusting at times to 110 km/hr or higher in exposed locations, isolated wind damage possible. The heavier rain overnight will continue to push east through Ulster, east Connacht and north Leinster this morning, further amounts of 5 to 15 mm. Some partial clearing by afternoon with the strong winds becoming more moderate, highs 15 to 18 C.",0.00,0.00,1.00,0.00,0.00,10.00
2018-09-20,boards,"TODAY ... Intervals of light rain near south coast, becoming heavier for a time this afternoon and spreading further north, 5 to 15 mm expected. Some sunny breaks in central and northern counties, isolated showers later with the rain pushing into some central counties for part of the afternoon. Rather cool, highs only 13 to 15 C.",1.00,0.00,3.00,0.00,0.00,0.00
2018-09-21,boards,"TODAY ... Variable cloud, cool, passing showers with some hail or thunder possible. These have organized in two bands, one moving southeast from the midlands, and the other moving southeast from central Ulster. The trend will be towards more isolated shower activity by afternoon and general clearing by this evening. Occasional westerly wind gusts to about 80 km/hr will also tend to subside later. Highs 11 to 14 C.",1.00,0.00,3.00,0.00,1.00,3.00
2018-09-22,boards,"TODAY ... Mostly cloudy, a few brighter intervals in parts of north, with light rain spreading across the south, only 5 to 10 mm expected, and remaining mostly dry north of about Dublin to north Clare, except for some isolated showers in the far north. Rather cold, with moderate east winds by afternoon becoming somewhat stronger this evening (50 to 70 km/hr in places), and highs only 10 to 13 C.",1.00,0.00,2.00,1.00,1.00,1.00
2018-09-23,boards,"TODAY ... Rain across parts of the south will end before mid-day and most central counties will stay dry, with some sunshine at times, cloud mostly of the mid-level variety. Further north there will be a few passing showers across much of Ulster into parts of north Leinster, amounts likely to be 1 to 3 mm at most. Moderate northwest winds 40 to 60 km/hr will add some chill to the rather cool temperatures, peaking at only 11 to 14 C.",2.00,0.00,2.00,1.00,1.00,1.00
2018-09-24,boards,"TODAY ... A crisp, mostly sunny autumn day with light winds and highs 11 to 14 C. Some higher cloud will encroach from the northwest reaching parts of Connacht, west Ulster and possibly further into central counties at times, sunshine will be more continuous further south.",0.00,1.00,0.00,0.00,1.00,1.00
2018-09-25,boards,"TODAY ... Rather cloudy in most places for the morning hours, with sporadic light rain perhaps 3 to 5 mm in west and north, lesser or trace amounts for east and south. This weak disturbance will have pushed through all but east Ulster and north Leinster by mid-day with a gradual clearing trend and some fairly warm, hazy sunshine in places south of a Galway to Meath line, highs reaching 17 or 18 C. Further north the top temperatures may be held down by more frequent cloud to 14 or 15 C. Sometimes a little breezy with this passing system, south to southwest winds 30 to 50 km/hr, but tending to lighter winds by afternoon.",0.00,1.00,1.00,0.00,2.00,3.00
2018-09-26,boards,"TODAY ... Cloud gradually dispersing after some patchy morning drizzle in parts of the west, sunny and quite warm by afternoon, highs 17 to 20 C.",0.00,1.00,1.00,0.00,1.00,0.00
2018-09-27,boards,"TODAY ... Some hazy sunshine at times, while a weak frontal boundary will bring low cloud and patchy drizzle from north to south during the late morning (north) to afternoon (midlands), that to be followed by partial clearing again but cooler temperatures in northerly breezes 30 to 50 km/hr. Highs 16 to 18 C south, 13 to 15 C north, about 15 or 16 C central.",0.00,0.00,1.00,0.00,1.00,2.00
2018-09-28,boards,"TODAY ... Sunny with a few cloudy intervals, cool. Highs 12 to 15 C.",1.00,0.00,0.00,0.00,1.00,0.00
2018-09-29,boards,"TODAY ... Scattered frost and fog patches this morning, then sunny intervals more prolonged in southern half of the country, with increasing cloud mid-day to afternoon, some drizzle or light rain in north at times, moderate westerly winds developing 30 to 50 km/hr with highs of 11 to 15 C.",0.00,0.00,2.00,0.00,2.00,2.00
2018-09-30,boards,"TODAY ... Rather cloudy with some breaks by afternoon, patchy light rain or drizzle will only leave 1 or 2 mm at most, moderate northwest breezes 30 to 50 km/hr, and highs 12 to 15 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-10-01,boards,"TODAY ... A few sunny intervals in east and south this morning, then generally cloudy with outbreaks of light rain moving in from northwest by afternoon, reaching all areas this evening. Only 2 to 5 mm rain likely, moderate west to northwest winds 30 to 50 km/hr, highs 12 to 15 C.",0.00,0.00,2.00,0.00,1.00,1.00
2018-10-02,boards,"TODAY ... Mostly cloudy, a few outbreaks of light rain mostly confined to Ulster and north Leinster, blustery west winds 40 to 60 km/hr, highs 15 to 17 C. Some sunshine may develop by afternoon in the south.",0.00,0.00,1.00,0.00,1.00,2.00
2018-10-03,boards,"TODAY ... Partly cloudy, mild, highs 16 to 19 C. There could be patchy drizzle in northern counties but it should remain generally dry until this evening for most.",0.00,0.00,1.00,1.00,1.00,0.00
2018-10-04,boards,"TODAY ... Becoming mostly cloudy, rain developing, lows near 8 C and highs 14 to 17 C. About 10 mm of rain is expected in some parts of the western, central and northern counties with more sustained falls expected mid-day to early evening, before that the rain may be quite light and scattered.",0.00,0.00,3.00,0.00,1.00,0.00
2018-10-05,boards,"TODAY ... Cloudy with some brighter intervals, more frequent in west and north, as patchy light rain becomes mainly confined to south coast. Rather cool with highs only 10 to 13 C.",1.00,0.00,1.00,0.00,1.00,0.00
2018-10-06,boards,"TODAY ... A few showers will be found near Atlantic coasts and in the southeast, with most other places dry, cloudy most of the morning but with some partial clearing developing mid-day and afternoon. Rather cool with fresh north winds near coasts, 40 to 60 km/hr in exposed locations. Highs 9 to 12 C.",1.00,0.00,1.00,1.00,1.00,1.00
2018-10-07,boards,"TODAY ... Mostly cloudy with a few sunny breaks in the south, patchy rain or drizzle affecting parts of the north. Moderate southwest winds will be strongest near west and north coasts (40 to 60 km/hr) and less windy conditions will be found in the inland south. Highs near 15 C.",0.00,0.00,2.00,0.00,1.00,2.00
2018-10-08,boards,"TODAY ... Partly to mostly cloudy in most areas, some outbreaks of rain will brush north and west coasts of Connacht into west Ulster, some heavy bursts possible there. Parts of north Connacht and west Ulster could see 20-30 mm. Highs 16 to 19 C. Winds southwest 40-70 km/hr.",0.00,0.00,1.00,0.00,1.00,1.00
2018-10-09,boards,"TODAY ... Windy and quite mild with frequent rain in parts of Connacht and Ulster, 20 to 30 mm potential especially in west Mayo and hilly portions of Donegal, but most other regions will have either sporadic light rain (from about Galway to east Ulster) or a mostly dry day with a few breaks in the overcast. Highs 16 to 18 C and winds south to southwest 50 to 80 km/hr.",0.00,0.00,2.00,1.00,1.00,2.00
2018-10-09,boards,"TODAY ... Windy and quite mild with frequent rain in parts of Connacht and Ulster, 20 to 30 mm potential especially in west Mayo and hilly portions of Donegal, but most other regions will have either sporadic light rain (from about Galway to east Ulster) or a mostly dry day with a few breaks in the overcast. Highs 16 to 18 C and winds south to southwest 50 to 80 km/hr.",0.00,0.00,2.00,1.00,1.00,2.00
2018-10-10,boards,"TODAY ... Breezy and quite warm with hazy sunshine but some cloudy intervals, winds south-southeast 50 to 80 km/hr. Highs 18 to 22 C.",0.00,1.00,0.00,0.00,1.00,2.00
2018-10-11,boards,"TODAY ... Intervals of rain will continue to move steadily northeastward, bringing about 10 mm on average, with a gradual clearance to follow. This will likely proceed rather slowly and bring some afternoon sunny breaks to Munster and a few parts of Connacht and Leinster. Moderate southerly winds veering southwesterly 40 to 60 km/hr, with stronger south winds developing by evening on the west and southwest coasts. Highs 14 to 16 C.",0.00,0.00,1.00,0.00,0.00,3.00
2018-10-12,boards,"TODAY ... Windy for a few more hours (southerly 70 to 110 km/hr, a few gusts to 130 km/hr on outer west coast), then easing to more moderate south to southwest winds 40 to 70 km/hr by mid-day. Scattered showers this morning, followed by a general but rather brief clearance before cloud increases again from the south to be followed by rain, heavy at times in the southeast by late afternoon. Highs 14 to 16 C.",0.00,0.00,2.00,0.00,1.00,4.00
2018-10-13,boards,"TODAY ... Rain will continue for most of the day in much of the country but there are some parts of the north midlands that could have less in total being in between two bands of rainfall; the heavier of the two will slide northeast across east Munster into Leinster and bring 15-30 mm amounts, while the western band will bring 10-20 mm to parts of west Munster, Connacht and west Ulster. It will remain overcast and sometimes rather foggy or misty, with temperatures steady in the 13 to 15 C range for most.",0.00,0.00,2.00,0.00,1.00,0.00
2018-10-14,boards,"TODAY ... Partly cloudy with longer sunny intervals in the south and east, isolated showers developing west and north, highs 14 to 16 C.",0.00,0.00,1.00,0.00,1.00,0.00
2018-10-15,boards,TODAY ... Partly to mostly sunny with increasing cloud by afternoon in western counties. Highs near 14 C.,0.00,0.00,0.00,0.00,1.00,0.00
2018-10-16,boards,"TODAY ...  Partly to mostly cloudy at first, showers or intervals of rain, but only prolonged or heavy in a few parts of the north, amounts there 5-10 mm but traces to 2 mm rather typical for most of central and southern counties, then turning cooler in stages by afternoon with a few more widely scattered light showers possible, highs near 14 C (16 C parts of the southeast), then turning cooler at least in western counties where temperatures will be around 8 to 10 C later this afternoon, a less pronounced cooling trend likely in the east. Moderate westerly winds 40 to 60 km/hr developing as these weak trough features move through.",0.00,0.00,3.00,0.00,1.00,2.00
